experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,paired_candidate_eligible,ineligibility_reason,operational_index,evaluator_collection_steps,candidate_id,paired_verification_seed,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,61,2260,fault_05,False,True,500,0.3308281924012007,64,True,,18,1564,INDEPENDENT_STOCHASTIC_RETRY,2554794665,INCONCLUSIVE,False,500,0.3298240851285654,0.0010041072726352795,163726267070400
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,65,2264,fault_05,False,True,500,0.24885353117018003,64,True,,19,668,BOUNDED_PLANAR_COMPENSATION,3733442697,ACCEPTED,True,104,0.04805290388678098,0.20080062728339904,163733913561000
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,65,2264,fault_05,False,True,500,0.24885353117018003,64,True,,19,1168,INDEPENDENT_STOCHASTIC_RETRY,3733442697,INCONCLUSIVE,False,500,0.2277158021928627,0.021137728977317333,163735343394900
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,69,2268,fault_05,False,True,500,0.33286692547432734,64,True,,20,678,BOUNDED_PLANAR_COMPENSATION,495418559,ACCEPTED,True,114,0.048153471109929576,0.28471345436439777,163742828195600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,69,2268,fault_05,False,True,500,0.33286692547432734,64,True,,20,949,INDEPENDENT_STOCHASTIC_RETRY,495418559,ACCEPTED,True,271,0.048326677254810255,0.28454024821951707,163744079430400
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,71,2270,fault_05,False,True,500,0.24004818262931457,64,True,,21,668,BOUNDED_PLANAR_COMPENSATION,414152627,ACCEPTED,True,104,0.046064571868201586,0.19398361076111298,163749194157900
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,71,2270,fault_05,False,True,500,0.24004818262931457,64,True,,21,792,INDEPENDENT_STOCHASTIC_RETRY,414152627,ACCEPTED,True,124,0.0491941935130015,0.19085398911631307,163750308908300
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,75,2274,fault_05,False,True,500,0.1478710282673316,64,True,,22,1064,BOUNDED_PLANAR_COMPENSATION,2327468450,REJECTED,False,500,0.16862021176599715,-0.020749183498665558,163758390142000
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,75,2274,fault_05,False,True,500,0.1478710282673316,64,True,,22,1122,INDEPENDENT_STOCHASTIC_RETRY,2327468450,ACCEPTED,True,58,0.045542072765881125,0.10232895550145046,163759429555300
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,76,2275,fault_05,False,True,500,0.2973483322502423,64,True,,23,1064,BOUNDED_PLANAR_COMPENSATION,4007870998,INCONCLUSIVE,False,500,0.13708887809860765,0.16025945415163467,163763821537000
