experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,condition_id_oracle,paired_comparable,winner_candidate_ids_oracle,registered_probe_steps,evaluator_collection_steps
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,49,808,True,False,162,0.048044714287125326,fault_05,False,,0,162
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,50,809,False,True,500,0.15493048090994543,fault_05,True,BOUNDED_PLANAR_COMPENSATION,64,773
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,51,810,False,True,500,0.20192516428772203,fault_05,True,BOUNDED_PLANAR_COMPENSATION,64,686
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,52,811,True,False,166,0.048890166914037074,fault_05,False,,0,166
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,53,812,True,False,148,0.04932850512702545,fault_05,False,,0,148
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,54,813,False,True,500,0.22431424146697362,fault_05,True,INDEPENDENT_STOCHASTIC_RETRY,64,1564
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,55,814,True,False,100,0.047563976250099976,fault_05,False,,0,100
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,56,815,True,False,111,0.049256229058387856,fault_05,False,,0,111
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,57,816,False,True,500,0.296937978879755,fault_05,True,INDEPENDENT_STOCHASTIC_RETRY,64,1145
probemem_paired_utility_20260731T173200Z_aceee1a6eca2,f191171b0dd485a9e6f08f232acf17205d687c5de52cf7a83ebb39d542e3f76f,aceee1a6eca2d3313bb0b7c71629d0828b5ada3d,58,817,False,True,500,0.2088931081781039,fault_05,True,INDEPENDENT_STOCHASTIC_RETRY,64,1256
