experiment_run_id,source_git_commit,case_id,episode_id,seed,decision_required,initial_success,initial_steps,initial_return,initial_final_object_goal_distance,condition_id,mechanism_class_oracle,candidate_id,schedule,correction_x,correction_y,verification_status,verification_success,verification_steps,episode_return,final_object_goal_distance,progress_to_goal,registered_probe_environment_steps,verification_perturbation_seed
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0037,37,636,True,False,500,366.78406081106203,0.1092342766971367,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,0.0,-0.20000000298023224,REJECTED,False,500,287.4145266249555,0.27676994980245745,-0.09969340753264905,64,1761331386
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0037,37,636,True,False,500,366.78406081106203,0.1092342766971367,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,154,403.64071856212644,0.04842994606793434,0.12864659620187407,64,1761331386
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0042,42,641,True,False,500,375.58069436951484,0.41499317802691604,fault_05,stochastic_noise,probe_grounded_compensation,whole,-0.20000000298023224,-0.20000000298023224,INCONCLUSIVE,False,500,160.68925736589014,0.13017574558648973,0.16688156217780756,64,2320687258
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0042,42,641,True,False,500,375.58069436951484,0.41499317802691604,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,91,268.3822943929024,0.048681031611311466,0.24837627615298583,64,2320687258
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0044,44,643,True,False,500,514.6321166561862,0.2816600679223732,fault_05,stochastic_noise,probe_grounded_compensation,whole,0.11999999731779099,-0.18000000715255737,REJECTED,False,500,52.441936109113165,0.29334631748344375,-1.194019900047083e-05,64,3298494114
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0044,44,643,True,False,500,514.6321166561862,0.2816600679223732,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,128,351.1778862805238,0.04943275678435361,0.24390162050008968,64,3298494114
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0047,47,646,True,False,500,639.5058884725812,0.1673583019249736,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,0.0,0.20000000298023224,ACCEPTED,True,121,208.04010987208176,0.04742126361480295,0.16624920966248924,64,1878095265
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0047,47,646,True,False,500,639.5058884725812,0.1673583019249736,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,122,190.5412799840441,0.049514911125195835,0.16415556215209637,64,1878095265
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0048,48,647,True,False,500,360.26218225266575,0.21670424264276922,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,-0.20000000298023224,0.0,ACCEPTED,True,146,199.90092860989714,0.048711362597393566,0.22071904858180613,64,2176509134
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0048,48,647,True,False,500,360.26218225266575,0.21670424264276922,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,378,1405.112741044904,0.04813761999286548,0.22129279118633421,64,2176509134
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0054,54,653,True,False,500,174.381525703439,0.3446047840451701,fault_05,stochastic_noise,probe_grounded_compensation,phase_aware,0.18000000715255737,0.0,INCONCLUSIVE,False,500,159.40644091829196,0.26672726552274584,-0.08844273967818403,64,267374511
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0054,54,653,True,False,500,174.381525703439,0.3446047840451701,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,76,186.06581836255765,0.049267444047759686,0.12901708179680213,64,267374511
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0056,56,655,True,False,500,2563.217936934005,0.3595345342849935,fault_05,stochastic_noise,probe_grounded_compensation,whole,-0.20000000298023224,-0.20000000298023224,INCONCLUSIVE,False,500,48.436379188421256,0.24066101588081953,-5.255028306672127e-07,64,4253019096
development_20260731T070305Z_1046f463d168,1046f463d16807f5a93c96870bc1eae43f0e7cab,development_case_0056,56,655,True,False,500,2563.217936934005,0.3595345342849935,fault_05,stochastic_noise,stochastic_retry,whole,0.0,0.0,ACCEPTED,True,133,622.685891809036,0.0489262244409154,0.19173426593707346,64,4253019096
