experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,eligible_first_attempt,first_attempt_index,first_verification_status,first_verification_steps,first_final_object_goal_distance,first_observed_progress,second_decision_required,second_decision_index,ineligibility_reason,online_steps_before_optional_second,candidate_id,paired_second_verification_seed,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,122,2971,fault_05,False,True,500,0.569625402010246,64,True,60,INCONCLUSIVE,500,0.12287520914546855,0.44675019286477746,True,22,,1064,BOUNDED_PLANAR_COMPENSATION,730512342,INCONCLUSIVE,False,500,0.19846770783005338,0.3711576941801926,168507979997900
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,122,2971,fault_05,False,True,500,0.569625402010246,64,True,60,INCONCLUSIVE,500,0.12287520914546855,0.44675019286477746,True,22,,1064,INDEPENDENT_STOCHASTIC_RETRY,730512342,ACCEPTED,True,122,0.048658477285041996,0.520966924725204,168509024330800
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,124,2973,fault_05,False,True,500,0.12569316573366296,64,True,61,REJECTED,500,0.20786641464355926,-0.0821732489098963,True,23,,1064,BOUNDED_PLANAR_COMPENSATION,27536102,ACCEPTED,True,132,0.049207471946212784,0.07648569378745018,168515755251700
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,124,2973,fault_05,False,True,500,0.12569316573366296,64,True,61,REJECTED,500,0.20786641464355926,-0.0821732489098963,True,23,,1064,INDEPENDENT_STOCHASTIC_RETRY,27536102,REJECTED,False,500,0.4480429292544711,-0.32234976352080813,168517153855900
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,131,2980,fault_05,False,True,500,0.1339625080859339,64,True,64,REJECTED,500,0.16469920154016507,-0.030736693454231162,True,24,,1064,BOUNDED_PLANAR_COMPENSATION,3685178473,ACCEPTED,True,211,0.04808065999526485,0.08588184809066907,168534836491900
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,131,2980,fault_05,False,True,500,0.1339625080859339,64,True,64,REJECTED,500,0.16469920154016507,-0.030736693454231162,True,24,,1064,INDEPENDENT_STOCHASTIC_RETRY,3685178473,ACCEPTED,True,100,0.04852111269846334,0.08544139538747056,168535861259000
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,134,2983,fault_05,False,True,500,0.360674186136887,64,True,65,INCONCLUSIVE,500,0.26318958063319803,0.09748460550368898,True,25,,1064,BOUNDED_PLANAR_COMPENSATION,4061013767,ACCEPTED,True,151,0.04781764535144943,0.31285654078543756,168543577848500
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,134,2983,fault_05,False,True,500,0.360674186136887,64,True,65,INCONCLUSIVE,500,0.26318958063319803,0.09748460550368898,True,25,,1064,INDEPENDENT_STOCHASTIC_RETRY,4061013767,ACCEPTED,True,78,0.046166954485171795,0.31450723165171524,168544572617900
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,136,2985,fault_05,False,True,500,0.176603293553134,64,True,66,REJECTED,500,0.23133856196413416,-0.054735268411000154,True,26,,1064,BOUNDED_PLANAR_COMPENSATION,883071355,ACCEPTED,True,109,0.04933526682424266,0.12726802672889134,168551139158500
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,136,2985,fault_05,False,True,500,0.176603293553134,64,True,66,REJECTED,500,0.23133856196413416,-0.054735268411000154,True,26,,1064,INDEPENDENT_STOCHASTIC_RETRY,883071355,ACCEPTED,True,102,0.046235630026608125,0.13036766352652587,168552165092600
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,140,2989,fault_05,False,True,500,0.28766572151777214,64,True,69,INCONCLUSIVE,500,0.10313589147905045,0.1845298300387217,True,27,,1064,BOUNDED_PLANAR_COMPENSATION,36566967,INCONCLUSIVE,False,500,0.17354244369120594,0.1141232778265662,168567010678900
