experiment_run_id,manifest_id,source_git_commit,episode_id,seed,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,selection_always_compensation,selection_always_retry,selection_state_only_nearest_accepted,selection_v2_fixed_coverage_aware,selection_frozen_single_feature_selector,selection_deterministic_action_conditional,candidate_id,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,paired_verification_seed,outcome_timestamp_ns
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,43,1142,False,True,500,0.3267471913617296,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,70,0.04951837674346572,0.2772288146182639,3238909533,154447508629300
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,43,1142,False,True,500,0.3267471913617296,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.3267471913617296,0.0,3238909533,154449014786200
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,44,1143,False,True,500,0.22117054396342936,,,,,,,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False,500,0.10449353341206626,0.1166770105513631,3257937539,154453338574300
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,44,1143,False,True,500,0.22117054396342936,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.22117054396342936,0.0,3257937539,154454713875400
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,46,1145,False,True,500,0.3808429103547524,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,54,0.048255057537695156,0.3325878528170572,289089534,154459715997800
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,46,1145,False,True,500,0.3808429103547524,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.3808429103547524,0.0,289089534,154461166250600
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,47,1146,False,True,500,0.16329394086776483,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,61,0.04804731136768739,0.11524662950007744,1274060857,154465047388500
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,47,1146,False,True,500,0.16329394086776483,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.16329394086776483,0.0,1274060857,154466450788500
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,48,1147,False,True,500,0.23048132095498908,,,,,,,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,True,62,0.0495160838497401,0.18096523710524898,1044702002,154470292138900
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,48,1147,False,True,500,0.23048132095498908,,,,,,,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False,500,0.23048132095498908,0.0,1044702002,154471712489600
probemem_acr_20260802T103454Z_dedbf7f07ec8,d2cb1281b5b1cad4804e36c519507a2e745d1c460ff76d574da99e040437b825,dedbf7f07ec814b9a96605920182007178d182ea,49,1148,False,True,500,0.2789570313112135,,,,,,,BOUNDED_PLANAR_COMPENSATION,REJECTED,False,500,0.3035819684958823,-0.024624937184668794,1136249169,154476065854200
